我与赫夫共进晚餐 My Dinner with Hervé 
唐人街1871 The Jade Pendant 
风的另一边 The Other Side of the Wind 
倔强的牛顿 Newton 
碟中谍6：全面瓦解 Mission: Impossible - Fallout 
为你写诗 
暗数杀人 암수살인 
孤狼之血 孤狼の血 
错误教育 The Miseducation of Cameron Post 
货架之间 In den Gängen 
名侦探柯南：零的执行人 名探偵コナン ゼロの執行人 
刺心 Un couteau dans le cœur 
罪人 Den skyldige 
大闹西游 
夫人 Madame 
法外之王 Outlaw King 
惠特尼 Whitney 
摘金奇缘 Crazy Rich Asians 
悲伤逆流成河 
白小姐 미쓰백 
棒打鸳鸯 The Breaker Upperers 
禁入直播 Cam 
还留下什么 What Still Remains 
公主大对换 The Princess Switch 
红楼梦 紅樓夢 
爱之证 ラブ×ドック 
血琥珀 
游戏 Le jeu 
我不是药神 
极速杀机 Speed Kills 
美国化妆师 American Dresser 
第55届金马奖颁奖典礼‎ 第55屆金馬獎頒獎典禮 
千码凝视 Thousand Yard Stare 
修女 The Nun 
犬舍惊魂 Dogman 
拼图 Puzzle 
接吻的饺子 キスできる餃子 
有熊谷守一在的地方 モリのいる場所 
芒多传 Manto 
阿凡提之奇缘历险 
利兹与青鸟 リズと青い鳥 
精灵宝可梦：就决定是你了 劇場版ポケットモンスター キミにきめた！ 
柯莱特 Colette 
诡怪疑云 Aterrados 
80号公路 Route 80 
女继承者 Las herederas 
二十岁 
快乐在一起 해피 투게더 
出国 출국 
找到你 
词曲作者 Songwriter 
昨日青空 
于特岛7月22日 Utøya 22. juli 
产科男生 
胖子行动队 
蜡笔小新：爆盛！功夫男孩〜拉面大乱〜 映画クレヨンしんちゃん 爆盛！カンフーボーイズ ～拉麺大乱～ 
一个小忙 A Simple Favor 
冒牌搭档 
森林之子毛克利 Mowgli 
你好，之华 
name
最终行动 Operation Finale 
鸡皮疙瘩2：闹鬼万圣节 Goosebumps: Haunted Halloween 
小美人鱼 The Little Mermaid 
双套结杀手 The Clovehitch Killer 
雪怪大冒险 Smallfoot 
失恋自救 Soltera Codiciada 
影 
分时度假 Tiempo Compartido 
我曾侍候过库布里克 Filmworker 
有熊谷守一在的地方 モリのいる場所 
接吻的饺子 キスできる餃子 
精灵宝可梦：就决定是你了 劇場版ポケットモンスター キミにきめた！ 
芒多传 Manto 
阿凡提之奇缘历险 
柯莱特 Colette 
利兹与青鸟 リズと青い鳥 
龙先生 ミスター・ロン 
"神啊，请赐我耐心 Señor, dame paciencia "
女哭声 여곡성 
鬼娃萨布丽娜 Sabrina 
欢乐时光谋杀案 The Happytime Murders 
不期而遇 Beyond The Sky 
马尼拉摊牌 Showdown in Manila 
大地震 Skjelvet 
除蚤武士 のみとり侍 
道森市：冰封时光 Dawson City: Frozen Time 
拯救圣诞记 The Christmas Chronicles 
你的婚礼 너의 결혼식 
八年级 Eighth Grade 
持有黑暗 Hold the Dark 
第三只眼睛 Mata Batin 
扭曲 Distorted 
我的宠物恐龙 My Pet Dinosaur 
快把我哥带走 
一出好戏 
夺宝同盟之凤凰宝藏 
夺宝同盟之神秘笔记 
终点的婚礼 Destination Wedding 
毒液：致命守护者 Venom 
邪不压正 
末世家园 The Domestics 
黑暗来袭 All Light Will End 
水星13号计划 Mercury 13 
"拉姆·达斯的最后时光 Ram Dass, Going Home "
相似者 Los Parecidos 
兄弟班 
我的冤家是条狗 Patrick 
德里三人行 Sonu Ke Titu Ki Sweety 
初吻50次 50回目のファーストキス 
猖獗 창궐 
魔神Z 剧场版 劇場版 マジンガーZ / INFINITY 
一日暴毙 Die in One Day 
恶魔的请柬 Sebelum Iblis Menjemput 
异族领主 Alien Overlords 
家族之苦3 妻よ薔薇のように 家族はつらいよIII 
滴答屋 The House with a Clock in its Walls 
铁血战士 The Predator 
拍完就杀人 Cut Shoot Kill 
姜戈 Django 
忠犬大营救 
森林奇缘 The Stolen Princess 
伊兹的礼物 For Izzy 
环境 Circumstance 
邻里的人们 동네사람들 
河盗 
恋如雨止 恋は雨上がりのように 
圣诞王子：皇室婚礼 A Christmas Prince: The Royal Wedding 
爸，我一定行的 
蚁人2：黄蜂女现身 Ant-Man and the Wasp 
果戈里·恶灵 Гоголь. Вий 
上流社会 상류사회 
李尔王 King Lear 
哈顿花园大劫案 The Hatton Garden Job 
解除好友2：暗网 Unfriended: Dark Web 
阿尔忒弥斯酒店 Hotel Artemis 
江湖儿女 
黑暗心灵 The Darkest Minds 
大师兄 大師兄 
沉默的教室 Das schweigende Klassenzimmer 
汪星卧底 Show Dogs 
中英街1号 中英街1號 
栋笃特工 
恶灵之家 Malevolent 
蜜谋逃杀 What Keeps You Alive 
樱之园 櫻の園 
亲爱的 honey 
王者杰克 King Jack 
吉屋 
贾斯珀·琼斯 Jasper Jones 
和詹姆士迪恩一起生活 Ma vie avec James Dean 
核弹英雄 Parmanu: The Story of Pokhran 
尸囚狱：前篇 劇場版 屍囚獄 起ノ篇 
我的杰作 Mi obra maestra 
死亡飞车4：混乱之上 Death Race 4: Beyond Anarchy 
7月22日 22 July 
世界之间 Between Worlds 
镜中人 Look Away 
网络谜踪 Searching 
美好人生 원더풀 고스트 
妈妈咪呀2 Mamma Mia! Here We Go Again 
我的间谍前男友 The Spy Who Dumped Me 
协商 협상 
明堂 명당 
"女人,有时是男人 Women and Sometimes Men "
四月的长久梦 四月の永い夢 
加尔维斯顿 Galveston 
一代巨星桑杰君 Sanju 
黑夜降临 The Night Comes for Us 
友罪 
古剑奇谭之流月昭明 
超人总动员2 Incredibles 2 
北之樱守 北の桜守 
心怀恶意 Malicious 
黑色1847 Black 47 
黄金兄弟 
威慑与恐吓 Shock and Awe 
失恋日 失戀日 
22英里 Mile 22 
朝花夕誓 さよならの朝に約束の花をかざろう 
反贪风暴3 L風暴 
冷战 Zimna wojna 
大轰炸 
物怪 물괴 
飓风行动 Hurricane 
等爱在伦敦 Been So Long 
阿尔法：狼伴归途 Alpha 
千次伤我心 I Still See You 
花牌情缘：结 ちはやふる 結び 
伸冤人2 The Equalizer 2 
机器猛犬 A.X.L. 
空白的13年 blank 13 
脱缰之马 Running Wild 
印第安·豪斯 Indian Horse 
三角草的春天 ミスミソウ 
黎明前的两个夜晚 2 yötä aamuun 
玛琳娜的杀戮四段式 Marlina Si Pembunuh dalam Empat Babak 
西虹市首富 
幽冥之家 Our House 
背叛的玫瑰 배반의 장미 
"赤裸朱丽叶 Juliet, Naked "
风的另一边 The Other Side of the Wind 
我与赫夫共进晚餐 My Dinner with Hervé 
唐人街1871 The Jade Pendant 
倔强的牛顿 Newton 
为你写诗 
暗数杀人 암수살인 
碟中谍6：全面瓦解 Mission: Impossible - Fallout 
孤狼之血 孤狼の血 
错误教育 The Miseducation of Cameron Post 
名侦探柯南：零的执行人 名探偵コナン ゼロの執行人 
货架之间 In den Gängen 
夫人 Madame 
大闹西游 
我不是药神 
罪人 Den skyldige 
刺心 Un couteau dans le cœur 
法外之王 Outlaw King 
惠特尼 Whitney 
摘金奇缘 Crazy Rich Asians 
棒打鸳鸯 The Breaker Upperers 
白小姐 미쓰백 
禁入直播 Cam 
公主大对换 The Princess Switch 
悲伤逆流成河 
还留下什么 What Still Remains 
爱之证 ラブ×ドック 
红楼梦 紅樓夢 
游戏 Le jeu 
血琥珀 
极速杀机 Speed Kills 
美国化妆师 American Dresser 
第55届金马奖颁奖典礼‎ 第55屆金馬獎頒獎典禮 
犬舍惊魂 Dogman 
千码凝视 Thousand Yard Stare 
拼图 Puzzle 
修女 The Nun 
80号公路 Route 80 
诡怪疑云 Aterrados 
女继承者 Las herederas 
二十岁 
快乐在一起 해피 투게더 
出国 출국 
找到你 
词曲作者 Songwriter 
昨日青空 
产科男生 
于特岛7月22日 Utøya 22. juli 
蜡笔小新：爆盛！功夫男孩〜拉面大乱〜 映画クレヨンしんちゃん 爆盛！カンフーボーイズ ～拉麺大乱～ 
胖子行动队 
冒牌搭档 
森林之子毛克利 Mowgli 
你好，之华 
一个小忙 A Simple Favor 
狡猾的保姆 The Au Pair 
四平青年之喋血曼谷 
十字路口 One Two Jaga 
羊与钢的森林 羊と鋼の森 
摄影机不要停！ カメラを止めるな！ 
记忆之夜 기억의 밤 
世界属于你 Le monde est à toi 
